user_location,date,text,sentiment,hour,minute,Date,refined text,lowercase text,non-punctuated text,non-extraspace text,tokenized text,non-stopwords text,stemmed text
"Northern California, USA",2021-01-08 17:21:00,'Very Healthy 56-Year-Old' Miami Obstetrician Died After Taking Pfizer's COVID-19 Vaccine https://t.co/5S4eGlwn5J… https://t.co/PvMH6XSzin,NEG,17,21,2021-01-08,'Very Healthy 56-Year-Old' Miami Obstetrician Died After Taking Pfizer's COVID-19 Vaccine  ,'very healthy 56-year-old' miami obstetrician died after taking pfizer's covid-19 vaccine  , very healthy    year old  miami obstetrician died after taking pfizer s covid    vaccine  ,very healthy year old miami obstetrician died after taking pfizer s covid vaccine,"['very', 'healthy', 'year', 'old', 'miami', 'obstetrician', 'died', 'after', 'taking', 'pfizer', 's', 'covid', 'vaccine']","['healthy', 'year', 'old', 'miami', 'obstetrician', 'died', 'taking', 'pfizer', 'covid', 'vaccine']","['healthi', 'year', 'old', 'miami', 'obstetrician', 'die', 'take', 'pfizer', 'covid', 'vaccin']"
Nashville,2021-01-08 17:21:00,"Got my second #PfizerBioNTech shot ⁦@VUMChealth⁩, and this memento.

Can’t wait until all my family, friends, and p… https://t.co/3xB1ArCqkB",POS,17,21,2021-01-08,"Got my second  shot ⁦ and this memento.

Can’t wait until all my family, friends, and p… ","got my second  shot ⁦ and this memento.

can’t wait until all my family, friends, and p… ",got my second  shot   and this memento   can t wait until all my family  friends  and p  ,got my second shot and this memento can t wait until all my family friends and p,"['got', 'my', 'second', 'shot', 'and', 'this', 'memento', 'can', 't', 'wait', 'until', 'all', 'my', 'family', 'friends', 'and', 'p']","['got', 'second', 'shot', 'memento', 'wait', 'family', 'friends', 'p']","['got', 'second', 'shot', 'memento', 'wait', 'famili', 'friend', 'p']"
Manchester,2021-01-08 17:17:00,Vaccine 💉 #2 #PfizerVaccine #PfizerBioNTech and crazy busy at the vaccination centre this afternoon https://t.co/HMecUCe8aB,NEU,17,17,2021-01-08,Vaccine 💉    and crazy busy at the vaccination centre this afternoon ,vaccine 💉    and crazy busy at the vaccination centre this afternoon ,vaccine      and crazy busy at the vaccination centre this afternoon ,vaccine and crazy busy at the vaccination centre this afternoon,"['vaccine', 'and', 'crazy', 'busy', 'at', 'the', 'vaccination', 'centre', 'this', 'afternoon']","['vaccine', 'crazy', 'busy', 'vaccination', 'centre', 'afternoon']","['vaccin', 'crazi', 'busi', 'vaccin', 'centr', 'afternoon']"
Philadelphia,2021-01-08 17:14:00,"Reposting @suirauqa:⠀
...⠀
""For the safety of everyone in my orbit: I, my loved ones, &amp; strangers who walk by me ou… https://t.co/Py67WFN6o3",NEU,17,14,2021-01-08,"Reposting 
...⠀
""For the safety of everyone in my orbit: I, my loved ones, &amp; strangers who walk by me ou… ","reposting 
...⠀
""for the safety of everyone in my orbit: i, my loved ones, &amp; strangers who walk by me ou… ",reposting        for the safety of everyone in my orbit  i  my loved ones   amp  strangers who walk by me ou  ,reposting for the safety of everyone in my orbit i my loved ones amp strangers who walk by me ou,"['reposting', 'for', 'the', 'safety', 'of', 'everyone', 'in', 'my', 'orbit', 'i', 'my', 'loved', 'ones', 'amp', 'strangers', 'who', 'walk', 'by', 'me', 'ou']","['reposting', 'safety', 'everyone', 'orbit', 'loved', 'ones', 'amp', 'strangers', 'walk', 'ou']","['repost', 'safeti', 'everyon', 'orbit', 'love', 'one', 'amp', 'stranger', 'walk', 'ou']"
No Location,2021-01-08 17:11:00,I am not afraid of vaccines because I believe and trust in science #PfizerBioNTech #COVID19vaccine https://t.co/GQs81ByKUO,NEU,17,11,2021-01-08,I am not afraid of vaccines because I believe and trust in science   ,i am not afraid of vaccines because i believe and trust in science   ,i am not afraid of vaccines because i believe and trust in science   ,i am not afraid of vaccines because i believe and trust in science,"['i', 'am', 'not', 'afraid', 'of', 'vaccines', 'because', 'i', 'believe', 'and', 'trust', 'in', 'science']","['afraid', 'vaccines', 'believe', 'trust', 'science']","['afraid', 'vaccin', 'believ', 'trust', 'scienc']"
"Watford, England",2021-01-08 17:03:00,It’s been two hours since I had my first jab. My second is scheduled for March 19. I was told to experience flu lik… https://t.co/RNjvZeqyBJ,NEU,17,3,2021-01-08,It’s been two hours since I had my first jab. My second is scheduled for March 19. I was told to experience flu lik… ,it’s been two hours since i had my first jab. my second is scheduled for march 19. i was told to experience flu lik… ,it s been two hours since i had my first jab  my second is scheduled for march     i was told to experience flu lik  ,it s been two hours since i had my first jab my second is scheduled for march i was told to experience flu lik,"['it', 's', 'been', 'two', 'hours', 'since', 'i', 'had', 'my', 'first', 'jab', 'my', 'second', 'is', 'scheduled', 'for', 'march', 'i', 'was', 'told', 'to', 'experience', 'flu', 'lik']","['two', 'hours', 'since', 'first', 'jab', 'second', 'scheduled', 'march', 'told', 'experience', 'flu', 'lik']","['two', 'hour', 'sinc', 'first', 'jab', 'second', 'schedul', 'march', 'told', 'experi', 'flu', 'lik']"
"Riverdale Park, MD ",2021-01-08 16:58:00,"If true, awfully good news:  https://t.co/nwRSy7eFMQ #CCPVirus #WuhanVirus #coronavirus #COVID19 #mutantcovid #vaccines #PfizerBioNTech",POS,16,58,2021-01-08,"If true, awfully good news:         ","if true, awfully good news:         ",if true  awfully good news          ,if true awfully good news,"['if', 'true', 'awfully', 'good', 'news']","['true', 'awfully', 'good', 'news']","['true', 'aw', 'good', 'news']"
Indian Singapore,2021-01-08 16:53:00,All you have to do is listen to the experts at @WHO to get necessary info about #Covid19. They have done a tremendo… https://t.co/8FaC6qQAiv,NEU,16,53,2021-01-08,All you have to do is listen to the experts at  to get necessary info about  They have done a tremendo… ,all you have to do is listen to the experts at  to get necessary info about  they have done a tremendo… ,all you have to do is listen to the experts at  to get necessary info about  they have done a tremendo  ,all you have to do is listen to the experts at to get necessary info about they have done a tremendo,"['all', 'you', 'have', 'to', 'do', 'is', 'listen', 'to', 'the', 'experts', 'at', 'to', 'get', 'necessary', 'info', 'about', 'they', 'have', 'done', 'a', 'tremendo']","['listen', 'experts', 'get', 'necessary', 'info', 'done', 'tremendo']","['listen', 'expert', 'get', 'necessari', 'info', 'done', 'tremendo']"
Chester,2021-01-08 16:53:00,"Overheard a conversation while walking.  ""If Pfizer is 95% effective, and Oxford is 70% effective, and the Pfizer v… https://t.co/kP9NQ3Rxc9",NEU,16,53,2021-01-08,"Overheard a conversation while walking.  ""If Pfizer is 95% effective, and Oxford is 70% effective, and the Pfizer v… ","overheard a conversation while walking.  ""if pfizer is 95% effective, and oxford is 70% effective, and the pfizer v… ",overheard a conversation while walking    if pfizer is     effective  and oxford is     effective  and the pfizer v  ,overheard a conversation while walking if pfizer is effective and oxford is effective and the pfizer v,"['overheard', 'a', 'conversation', 'while', 'walking', 'if', 'pfizer', 'is', 'effective', 'and', 'oxford', 'is', 'effective', 'and', 'the', 'pfizer', 'v']","['overheard', 'conversation', 'walking', 'pfizer', 'effective', 'oxford', 'effective', 'pfizer', 'v']","['overheard', 'convers', 'walk', 'pfizer', 'effect', 'oxford', 'effect', 'pfizer', 'v']"
"Boston, MA",2021-01-08 16:47:00,"Dose # 2 ✅

Grateful and honored to be able to get my vaccine early on!

Let’s follow Science and end this pandemic… https://t.co/lV0G7HhqZN",POS,16,47,2021-01-08,"Dose # 2 ✅

Grateful and honored to be able to get my vaccine early on!

Let’s follow Science and end this pandemic… ","dose # 2 ✅

grateful and honored to be able to get my vaccine early on!

let’s follow science and end this pandemic… ",dose        grateful and honored to be able to get my vaccine early on   let s follow science and end this pandemic  ,dose grateful and honored to be able to get my vaccine early on let s follow science and end this pandemic,"['dose', 'grateful', 'and', 'honored', 'to', 'be', 'able', 'to', 'get', 'my', 'vaccine', 'early', 'on', 'let', 's', 'follow', 'science', 'and', 'end', 'this', 'pandemic']","['dose', 'grateful', 'honored', 'able', 'get', 'vaccine', 'early', 'let', 'follow', 'science', 'end', 'pandemic']","['dose', 'grate', 'honor', 'abl', 'get', 'vaccin', 'earli', 'let', 'follow', 'scienc', 'end', 'pandem']"
"Liverpool, England",2021-01-08 16:45:00,"First dose of the #PfizerBioNTech vaccine today💉

Glad to see medical students included the rollout as we’re just a… https://t.co/XDTKoVoOTx",POS,16,45,2021-01-08,"First dose of the  vaccine today💉

Glad to see medical students included the rollout as we’re just a… ","first dose of the  vaccine today💉

glad to see medical students included the rollout as we’re just a… ",first dose of the  vaccine today   glad to see medical students included the rollout as we re just a  ,first dose of the vaccine today glad to see medical students included the rollout as we re just a,"['first', 'dose', 'of', 'the', 'vaccine', 'today', 'glad', 'to', 'see', 'medical', 'students', 'included', 'the', 'rollout', 'as', 'we', 're', 'just', 'a']","['first', 'dose', 'vaccine', 'today', 'glad', 'see', 'medical', 'students', 'included', 'rollout']","['first', 'dose', 'vaccin', 'today', 'glad', 'see', 'medic', 'student', 'includ', 'rollout']"
Dakar-Valencia,2021-01-08 16:45:00,"Dearest American Friends,

#NO 2 #tRumpVACCINE
#PfizerBioNTech
#rabies #RABIAclínica.:
#ENCEFALOMIELOSIS
#NOcure &lt;=… https://t.co/XuqMX1IfYz",NEU,16,45,2021-01-08,"Dearest American Friends,

 2 

 

 &lt;=… ","dearest american friends,

 2 

 

 &lt;=… ",dearest american friends             lt    ,dearest american friends lt,"['dearest', 'american', 'friends', 'lt']","['dearest', 'american', 'friends', 'lt']","['dearest', 'american', 'friend', 'lt']"
No Location,2021-01-08 16:32:00,"For safety of everyone in my orbit—I, my loved ones, &amp; strangers who walk by me outside—today I got #pfizerbiontech… https://t.co/d3UnmODDOk",POS,16,32,2021-01-08,"For safety of everyone in my orbit—I, my loved ones, &amp; strangers who walk by me outside—today I got  ","for safety of everyone in my orbit—i, my loved ones, &amp; strangers who walk by me outside—today i got  ",for safety of everyone in my orbit i  my loved ones   amp  strangers who walk by me outside today i got  ,for safety of everyone in my orbit i my loved ones amp strangers who walk by me outside today i got,"['for', 'safety', 'of', 'everyone', 'in', 'my', 'orbit', 'i', 'my', 'loved', 'ones', 'amp', 'strangers', 'who', 'walk', 'by', 'me', 'outside', 'today', 'i', 'got']","['safety', 'everyone', 'orbit', 'loved', 'ones', 'amp', 'strangers', 'walk', 'outside', 'today', 'got']","['safeti', 'everyon', 'orbit', 'love', 'one', 'amp', 'stranger', 'walk', 'outsid', 'today', 'got']"
No Location,2021-01-08 16:21:00,This is well worth a listen for people wondering about the challenge in delivering the Pfizer vaccine which is curr… https://t.co/aM8SatpFNS,NEU,16,21,2021-01-08,This is well worth a listen for people wondering about the challenge in delivering the Pfizer vaccine which is curr… ,this is well worth a listen for people wondering about the challenge in delivering the pfizer vaccine which is curr… ,this is well worth a listen for people wondering about the challenge in delivering the pfizer vaccine which is curr  ,this is well worth a listen for people wondering about the challenge in delivering the pfizer vaccine which is curr,"['this', 'is', 'well', 'worth', 'a', 'listen', 'for', 'people', 'wondering', 'about', 'the', 'challenge', 'in', 'delivering', 'the', 'pfizer', 'vaccine', 'which', 'is', 'curr']","['well', 'worth', 'listen', 'people', 'wondering', 'challenge', 'delivering', 'pfizer', 'vaccine', 'curr']","['well', 'worth', 'listen', 'peopl', 'wonder', 'challeng', 'deliv', 'pfizer', 'vaccin', 'curr']"
"North West, England",2021-01-08 16:20:00,"@UIPharmacy 

Phew!

Glad it's the end of the week!

Busy with the #PfizerBioNTech vaccine plus helping people with… https://t.co/OWNGl07OGt",POS,16,20,2021-01-08," 

Phew!

Glad it's the end of the week!

Busy with the  vaccine plus helping people with… "," 

phew!

glad it's the end of the week!

busy with the  vaccine plus helping people with… ",   phew   glad it s the end of the week   busy with the  vaccine plus helping people with  ,phew glad it s the end of the week busy with the vaccine plus helping people with,"['phew', 'glad', 'it', 's', 'the', 'end', 'of', 'the', 'week', 'busy', 'with', 'the', 'vaccine', 'plus', 'helping', 'people', 'with']","['phew', 'glad', 'end', 'week', 'busy', 'vaccine', 'plus', 'helping', 'people']","['phew', 'glad', 'end', 'week', 'busi', 'vaccin', 'plu', 'help', 'peopl']"
"North West, England",2021-01-08 16:20:00,"@SDStatePharmacy 

Phew!

Glad it's the end of the week!

Busy with the #PfizerBioNTech vaccine plus helping people… https://t.co/z3UYULAQyV",POS,16,20,2021-01-08," 

Phew!

Glad it's the end of the week!

Busy with the  vaccine plus helping people… "," 

phew!

glad it's the end of the week!

busy with the  vaccine plus helping people… ",   phew   glad it s the end of the week   busy with the  vaccine plus helping people  ,phew glad it s the end of the week busy with the vaccine plus helping people,"['phew', 'glad', 'it', 's', 'the', 'end', 'of', 'the', 'week', 'busy', 'with', 'the', 'vaccine', 'plus', 'helping', 'people']","['phew', 'glad', 'end', 'week', 'busy', 'vaccine', 'plus', 'helping', 'people']","['phew', 'glad', 'end', 'week', 'busi', 'vaccin', 'plu', 'help', 'peopl']"
"North West, England",2021-01-08 16:15:00,"@EPSFeg @officialUSTJPA @PSSA_ @RGUpharmacycom1 @MkuPharmacy @NPhAPharmacy 

Phew!

Glad it's the end of the week!… https://t.co/r0VDKzjkkm",POS,16,15,2021-01-08,"      

Phew!

Glad it's the end of the week!… ","      

phew!

glad it's the end of the week!… ",        phew   glad it s the end of the week   ,phew glad it s the end of the week,"['phew', 'glad', 'it', 's', 'the', 'end', 'of', 'the', 'week']","['phew', 'glad', 'end', 'week']","['phew', 'glad', 'end', 'week']"
🇬🇧🇪🇺,2021-01-08 16:14:00,Me taking all three COVID vaccines to become immortal #vaccinations #Moderna #PfizerBioNTech #AstraZeneca https://t.co/QJdU8DJFiy,POS,16,14,2021-01-08,Me taking all three COVID vaccines to become immortal     ,me taking all three covid vaccines to become immortal     ,me taking all three covid vaccines to become immortal     ,me taking all three covid vaccines to become immortal,"['me', 'taking', 'all', 'three', 'covid', 'vaccines', 'to', 'become', 'immortal']","['taking', 'three', 'covid', 'vaccines', 'become', 'immortal']","['take', 'three', 'covid', 'vaccin', 'becom', 'immort']"
"North West, England",2021-01-08 16:14:00,"@INPharmacists @capsinational @QPhUS @ph_434 @NebraskaPharm 

Phew!

Glad it's the end of the week!

Busy with the… https://t.co/Tx5zxbs5NG",POS,16,14,2021-01-08,"     

Phew!

Glad it's the end of the week!

Busy with the… ","     

phew!

glad it's the end of the week!

busy with the… ",       phew   glad it s the end of the week   busy with the  ,phew glad it s the end of the week busy with the,"['phew', 'glad', 'it', 's', 'the', 'end', 'of', 'the', 'week', 'busy', 'with', 'the']","['phew', 'glad', 'end', 'week', 'busy']","['phew', 'glad', 'end', 'week', 'busi']"
